"Duration..in.seconds."	"ResponseId"	"age"	"sex"	"sex_3_TEXT"	"eth"	"eth_9_TEXT"	"rel"	"rel_8_TEXT"	"conLib_1"	"conLib_2"	"sdo_1"	"sdo_2"	"sdo_3"	"sdo_4"	"sdo_5"	"sdo_6"	"sdo_7"	"sdo_8"	"rwa_1"	"rwa_2"	"rwa_3"	"rwa_4"	"rwa_5"	"rwa_6"	"rwa_7"	"rwa_8"	"rwa_9"	"pols_1"	"pols_2"	"pols_3"	"pols_4"	"pols_5"	"beth_1"	"beth_2"	"beth_3"	"beth_4"	"bethSym1_4"	"stanley_1"	"stanley_2"	"stanley_3"	"stanley_4"	"stanleySym1_1"	"tina_1"	"tina_2"	"tina_3"	"tina_4"	"tinaSym1_1"	"speaker_1"	"speaker_2"	"speaker_3"	"speaker_4"	"speakerSym1_1"	"bethCheck"	"bethSRel"	"bethSwitch_1"	"bethSwitch_2"	"bethSwitch_3"	"bethSwitch_4"	"bethSym2_1"	"stanleyCheck"	"stanleySRel"	"stanleySwitch_1"	"stanleySwitch_2"	"stanleySwitch_3"	"stanleySwitch_4"	"stanleySym2_1"	"tinaCheck"	"tinaSRel"	"tinaSwitch_1"	"tinaSwitch_2"	"tinaSwitch_3"	"tinaSwitch_4"	"tinaSym2_1"	"speakerCheck"	"speakerSRel"	"speakerSwitch_1"	"speakerSwitch_2"	"speakerSwitch_3"	"speakerSwitch_4"	"speakerSym2_1"	"box"	"leftFirst"	"order"	"mTurkCode"	"team"	"id"	"sdo"	"sdo_level"	"SDO"	"lsdo"	"slsdo"	"apc_1"	"apc_2"	"frs_1"	"frs_2"	"frs_3"	"rwa"	"apc"	"bethAtt"	"tinaAtt"	"stanleyAtt"	"speakerAtt"	"totalAtt"	"beth"	"bethSwitch"	"tina"	"tinaSwitch"	"speaker"	"speakerSwitch"	"stanley"	"stanleySwitch"	"liked2"	"liked2_2"	"sdo_level2"	"message"	"sdo_level2c"	"bethDiff"	"tinaDiff"	"stanDiff"	"speaDiff"
"771"	"R_3LjzrQhZb0p3Q2O"	51	"Female"	""	"Caucasian"	""	"Agnostic"	""	"-9"	"-42"	1	1	4	3	2	2	5	4	0	8	1	1	"6 Agree"	"6 Agree"	"7 Strongly agree"	"6 Agree"	"5 Slightly agree"	50	-45	-100	0	50	2	7	6	6	"0"	7	6	6	6	"45"	5	4	1	3	"-20"	4	5	2	6	"18"	"Republicans"	"Not at all"	2	6	6	6	"0"	"Donald Trump"	"Not at all"	7	6	6	5	"0"	"People are too sensitive about race and gender"	"Not at all"	5	3	1	2	"0"	"Support of multiculturalism"	"To a large extent"	4	3	5	6	"-43"	""	"1"	"5"	"9983270"	"dems"	232	2.75	"medium"	0.11875	1.01160091167848	0.212804283969702	5	3	6	5	4	2.5	4	1	0	1	1	3	5.25	5	3.25	2.75	4.25	4.5	6.25	6	-1	-0.11875	"high"	1	1	-0.25	-0.5	-0.25	0.25
"811"	"R_1q2LhBa0EFEuuZd"	54	"Female"	""	"Caucasian"	""	"Agnostic"	""	"-18"	"-39"	1	0	2	3	0	0	3	2	4	6	4	1	"6 Agree"	"5 Slightly agree"	"6 Agree"	"5 Slightly agree"	"6 Agree"	55	-67	-100	30	55	4	5	5	5	"-16"	3	3	4	2	"-60"	6	6	4	6	"0"	2	5	5	5	"-25"	"Democrats"	"&nbsp;"	4	5	5	5	"18"	"Hillary Clinton"	"&nbsp;"	3	3	4	2	"-10"	"People are too sensitive about race and gender"	"&nbsp;"	6	6	5	6	"81"	"Opposition to multiculturalism"	"&nbsp;"	4	6	5	5	"50"	""	"0"	"2"	"1224471"	"dems"	233	1.375	"low"	-1.25625	0.318453731118535	-0.480342896590244	5	4	5	4	5	3.75	4.5	1	1	1	1	4	4.75	4.75	5.5	5.75	4.25	5	3	3	-1	-1.25625	"low"	-1	-1	0	0.25	0	0.75
"1074"	"R_ukN5UYJSxNzkgTf"	65	"Female"	""	"African American"	""	"Christianity"	""	"-50"	"-41"	1	0	2	2	6	1	2	2	4	3	5	2	"3 Slightly disagree"	"4 Neutral"	"6 Agree"	"2 Disagree"	"7 Strongly agree"	90	-100	-100	80	90	5	7	6	6	"100"	6	7	7	5	"39"	7	7	3	6	"82"	4	2	6	7	"92"	"Republicans"	"Not at all"	5	6	6	6	"81"	"Donald Trump"	"Not at all"	7	6	7	6	"90"	"People are too insensitive about race and gender"	"Not at all"	7	6	2	7	"89"	"Support of multiculturalism"	"&nbsp;"	4	2	6	7	"82"	""	"1"	"23"	"9482940"	"dems"	234	2	"medium"	-0.63125	0.693147180559945	-0.105649447148833	2	5	5	1	6	3.5	3.5	1	1	1	1	4	6	5.75	5.75	5.5	4.75	4.75	6.25	6.5	1	0.63125	"low"	1	-1	-0.25	-0.25	0.25	0
"1104"	"R_3RgSoh41tpob34N"	33	"Female"	""	"Caucasian"	""	"Other"	"PAgan Goddess worshiper"	"-48"	"-48"	0	0	2	2	0	0	2	2	0	2	0	0	"4 Neutral"	"6 Agree"	"7 Strongly agree"	"5 Slightly agree"	"7 Strongly agree"	100	-100	-100	-95	76	1	7	1	5	"0"	1	1	1	1	"0"	1	3	1	1	"1"	4	6	2	5	"-83"	"Democrats"	"Not at all"	1	7	1	6	"0"	"Hillary Clinton"	"Not at all"	1	1	2	1	"0"	"People are too sensitive about race and gender"	"Not at all"	2	3	1	1	"0"	"Opposition to multiculturalism"	"To a large extent"	5	6	5	6	"78"	"thank you "	"0"	"12"	"3867269"	"dems"	235	1	"low"	-1.63125	0	-0.798796627708778	3	3	6	4	6	0.5	3	1	1	1	1	4	3.5	3.75	1.5	1.75	4.25	5.5	1	1.25	-1	-1.63125	"low"	-1	-1	0.25	0.25	0.25	1.25
"400"	"R_RUZtxknGWiG2DZv"	30	"Male"	""	"Asian"	""	"Christianity"	""	"-33"	"-35"	0	0	2	2	0	0	2	2	5	3	4	4	"6 Agree"	"5 Slightly agree"	"5 Slightly agree"	"4 Neutral"	"4 Neutral"	77	-100	-100	23	88	4	2	5	3	"15"	2	6	5	4	"-31"	6	6	3	5	"63"	1	2	2	5	"33"	"Republicans"	"&nbsp;"	2	4	5	3	"53"	"Hillary Clinton"	"&nbsp;"	3	6	4	4	"11"	"People are too insensitive about race and gender"	"&nbsp;"	5	6	4	6	"29"	"Support of multiculturalism"	"&nbsp;"	2	2	3	5	"12"	""	"1"	"12"	"6428666"	"dems"	236	1	"low"	-1.63125	0	-0.798796627708778	5	4	4	3	3	4	4.5	1	1	0	1	3	3.5	3.5	5	5.25	2.5	3	4.25	4.25	1	1.63125	"low"	1	-1	0	0.25	0	0.5
"923"	"R_ub4w0KVXvbQLxK1"	48	"Female"	""	"Caucasian"	""	"Spiritual, but not affiliated with an organized religion"	""	"-32"	"-39"	1	2	2	3	1	4	3	2	4	4	4	0	"5 Slightly agree"	"2 Disagree"	"7 Strongly agree"	"1 Strongly disagree"	"7 Strongly agree"	-80	-100	-100	100	100	3	7	7	4	"0"	7	7	6	7	"61"	4	4	1	2	"41"	5	1	2	1	"41"	"Republicans"	"Not at all"	3	7	5	4	"0"	"Donald Trump"	"Not at all"	6	5	6	7	"-21"	"People are too insensitive about race and gender"	"Not at all"	4	4	2	2	"0"	"Support of multiculturalism"	"Not at all"	5	1	2	1	"0"	""	"1"	"24"	"1194407"	"dems"	237	2.25	"medium"	-0.38125	0.810930216216329	0.0121335885075505	4	7	6	0	6	3	5.5	1	1	1	1	4	5.25	4.75	2.75	3	2.25	2.25	6.75	6	1	0.38125	"low"	1	-1	-0.5	0.25	-0.75	0
"922"	"R_3RjsyWApL1ZZycy"	28	"Male"	""	"Caucasian"	""	"Atheist"	""	"29"	"2"	3	5	6	6	4	5	7	3	3	7	5	1	"7 Strongly agree"	"2 Disagree"	"7 Strongly agree"	"7 Strongly agree"	"2 Disagree"	-100	-60	-50	-100	-80	3	6	1	6	"0"	7	7	7	7	"-60"	2	2	2	4	"-40"	5	3	7	7	"-100"	"Republicans"	"Not at all"	2	6	1	6	"0"	"Donald Trump"	"Not at all"	7	7	6	7	"100"	"People are too insensitive about race and gender"	"&nbsp;"	3	6	2	7	"100"	"Support of multiculturalism"	"&nbsp;"	5	4	2	7	"50"	"Western Culture is superior; the enlightenment freed slaves in England, freed the people from the church, and tyranny of the state. We have forgotten everything. Multiculturalism has failed, because the left will not accept that western culture ( The places everyone is fleeing too!) is self evidently better."	"1"	"6"	"4063207"	"dems"	238	4.875	"high"	2.24375	1.58412010444981	0.785323476741032	6	7	6	6	1	4	6.5	1	1	1	1	4	4	3.75	2.5	4.5	5.5	4.5	7	6.75	-1	-2.24375	"high"	1	1	-0.25	2	-0.25	-1
"1299"	"R_2V4iLZTdYhzafRD"	69	"Male"	""	"Caucasian"	""	"Christianity"	""	"-5"	"-13"	0	0	6	3	4	2	4	3	5	6	3	2	"5 Slightly agree"	"5 Slightly agree"	"7 Strongly agree"	"4 Neutral"	"4 Neutral"	42	-68	-73	33	39	2	5	4	5	"-36"	2	3	2	2	"-40"	3	5	2	3	"39"	4	5	4	5	"6"	"Democrats"	"To some extent"	2	5	5	6	"-24"	"Hillary Clinton"	"&nbsp;"	2	3	3	3	"-24"	"People are too sensitive about race and gender"	"&nbsp;"	3	4	2	2	"-35"	"Opposition to multiculturalism"	"&nbsp;"	4	5	4	5	"-33"	""	"0"	"18"	"8814940"	"dems"	239	2.75	"medium"	0.11875	1.01160091167848	0.212804283969702	4	4	6	3	3	4	4	1	1	1	1	4	4	4.5	3.25	2.75	4.5	4.5	2.25	2.75	1	0.11875	"high"	-1	1	0.5	-0.5	0.5	0
"1058"	"R_1K0EeCAMvFC2zkB"	48	"Female"	""	"Caucasian"	""	"Agnostic"	""	"-34"	"-34"	1	1	3	2	0	1	2	3	4	6	1	2	"2 Disagree"	"5 Slightly agree"	"7 Strongly agree"	"3 Slightly disagree"	"3 Slightly disagree"	33	-77	-42	0	100	6	7	6	5	"-18"	7	7	7	7	"0"	7	7	1	4	"40"	1	2	2	4	"63"	"Democrats"	"&nbsp;"	6	6	6	6	"40"	"Hillary Clinton"	"Not at all"	7	7	7	6	"0"	"People are too sensitive about race and gender"	"&nbsp;"	7	7	1	6	"63"	"Opposition to multiculturalism"	"&nbsp;"	0	2	5	7	"0"	""	"0"	"9"	"4836051"	"dems"	240	1.625	"low"	-1.00625	0.485507815781701	-0.313288811927077	1	4	6	2	2	3.25	2.5	1	1	1	1	4	6	6	4.75	5.25	2.25	3.5	7	6.75	-1	-1.00625	"low"	-1	-1	0	0.5	-0.25	1.25
"653"	"R_3fpiD6Tk8DamCuh"	32	"Male"	""	"African American"	""	"Atheist"	""	"-25"	"-35"	0	0	2	2	0	0	2	2	3	4	2	3	"2 Disagree"	"4 Neutral"	"6 Agree"	"2 Disagree"	"4 Neutral"	78	-70	-93	0	98	4	5	6	6	"55"	7	7	6	7	"0"	6	6	3	4	"88"	5	5	7	5	"100"	"Republicans"	"&nbsp;"	4	6	6	6	"-41"	"Donald Trump"	"Not at all"	7	6	6	7	"0"	"People are too sensitive about race and gender"	"&nbsp;"	6	6	3	4	"0"	"Support of multiculturalism"	"&nbsp;"	4	4	6	6	"-100"	""	"1"	"10"	"1906642"	"dems"	241	1	"low"	-1.63125	0	-0.798796627708778	1	5	5	1	3	3	3	1	0	1	1	3	5.25	5.5	4.75	4.75	5.5	5	6.75	6.5	1	1.63125	"low"	1	-1	0.25	0	-0.25	-0.5
"1108"	"R_uq9vhQm9i8ZMseJ"	30	"Female"	""	"Caucasian"	""	"Atheist"	""	"-13"	"-14"	4	5	5	5	4	3	6	5	6	7	5	5	"4 Neutral"	"6 Agree"	"6 Agree"	"4 Neutral"	"5 Slightly agree"	45	-20	-100	23	56	1	6	7	2	"30"	4	6	5	3	"-1"	5	7	1	6	"5"	2	3	2	5	"5"	"Democrats"	"Not at all"	1	6	7	2	"30"	"Hillary Clinton"	"Not at all"	5	6	6	3	"-1"	"People are too insensitive about race and gender"	"Not at all"	5	4	1	6	"15"	"Opposition to multiculturalism"	"Not at all"	2	2	1	5	"16"	""	"0"	"17"	"5782287"	"dems"	242	4.625	"high"	1.99375	1.53147637096439	0.73267974325561	3	3	5	3	4	5.75	3	1	0	1	1	3	4	4	4.75	4	3	2.5	4.5	5	1	1.99375	"high"	-1	1	0	-0.75	0.5	-0.5
"956"	"R_2YocZMpPuwqjNtq"	23	"Male"	""	"Caucasian"	""	"Agnostic"	""	"-13"	"-38"	0	0	2	2	0	0	2	2	3	3	3	3	"7 Strongly agree"	"3 Slightly disagree"	"7 Strongly agree"	"4 Neutral"	"7 Strongly agree"	100	-100	-100	-88	39	4	7	3	7	"81"	7	7	7	7	"100"	3	4	2	4	"0"	4	1	4	7	"0"	"Republicans"	"To some extent"	4	3	4	3	"-36"	"Donald Trump"	"Not at all"	7	7	7	7	"100"	"People are too sensitive about race and gender"	"&nbsp;"	6	4	2	4	"0"	"Support of multiculturalism"	"Not at all"	4	5	4	7	"-18"	"Good study!"	"1"	"1"	"2920660"	"dems"	243	1	"low"	-1.63125	0	-0.798796627708778	6	6	6	3	6	3	6	1	0	1	1	3	5.25	3.5	3.25	4	4	5	7	7	1	1.63125	"low"	1	-1	-1.75	0.75	0	1
"872"	"R_1GQIMyqlEkhZuvL"	31	"Male"	""	"Caucasian"	""	"Agnostic"	""	"-42"	"-44"	1	0	3	3	0	1	3	3	5	3	5	1	"2 Disagree"	"4 Neutral"	"6 Agree"	"2 Disagree"	"2 Disagree"	54	-97	-100	-26	46	5	6	5	5	"34"	6	6	6	5	"3"	5	4	3	4	"0"	4	6	3	5	"0"	"Republicans"	"Not at all"	6	6	5	6	"-4"	"Bernie Sanders"	"Not at all"	5	5	6	5	"0"	"People are too sensitive about race and gender"	"Not at all"	6	6	2	6	"30"	"Support of multiculturalism"	"Not at all"	4	3	3	5	"3"	""	"1"	"24"	"3821633"	"dems"	244	1.75	"medium"	-0.88125	0.559615787935423	-0.239180839773356	1	5	5	1	1	3.5	3	1	0	0	1	2	5.25	5.75	4	5	4.5	3.75	5.75	5.25	1	0.88125	"low"	1	-1	0.5	1	-0.5	-0.75
"1559"	"R_3nbVK3VkTi5a6nl"	46	"Female"	""	"Caucasian"	""	"Christianity"	""	"-38"	"-37"	0	0	2	2	0	0	2	2	4	8	0	0	"7 Strongly agree"	"6 Agree"	"7 Strongly agree"	"6 Agree"	"6 Agree"	74	-100	0	-84	-30	6	7	7	7	"100"	7	7	6	7	"-43"	7	7	2	6	"100"	5	1	7	1	"-43"	"Democrats"	"To a large extent"	7	7	7	7	"98"	"Hillary Clinton"	"To a large extent"	7	7	1	7	"-98"	"People are too sensitive about race and gender"	"Not at all"	7	7	2	2	"-63"	"Support of multiculturalism"	"To a large extent"	5	1	7	1	"-97"	""	"0"	"23"	"1486261"	"dems"	245	1	"low"	-1.63125	0	-0.798796627708778	6	3	6	5	5	3	4.5	1	1	1	0	3	6.75	7	5.5	4.5	3.5	3.5	6.75	5.5	-1	-1.63125	"low"	-1	-1	0.25	-1	-1.25	0
"1433"	"R_3oBlTI8frp4yp6n"	26	"Male"	""	"Caucasian"	""	"Atheist"	""	"-41"	"-41"	0	0	3	3	1	1	3	2	1	2	2	0	"5 Slightly agree"	"4 Neutral"	"7 Strongly agree"	"4 Neutral"	"7 Strongly agree"	40	-100	-100	30	70	1	7	6	6	"20"	5	6	6	5	"-25"	5	3	1	1	"50"	5	5	7	7	"75"	"Republicans"	"Not at all"	1	6	2	7	"-50"	"Donald Trump"	"Not at all"	5	6	6	5	"-60"	"People are too insensitive about race and gender"	"&nbsp;"	5	3	1	2	"-70"	"Support of multiculturalism"	"To a large extent"	0	3	6	2	"-95"	""	"1"	"14"	"6836934"	"dems"	246	1.625	"low"	-1.00625	0.485507815781701	-0.313288811927077	4	5	6	3	6	1.25	4.5	1	1	1	1	4	5	4	2.5	2.75	6	2.75	5.5	5.5	1	1.00625	"low"	1	-1	-1	0.25	0	-3.25
"1392"	"R_1n8xccdyZ8UB6du"	25	"Female"	""	"Caucasian"	""	"Atheist"	""	"-50"	"-50"	0	0	2	2	0	0	2	2	3	3	1	1	"6 Agree"	"4 Neutral"	"7 Strongly agree"	"4 Neutral"	"6 Agree"	98	-100	-100	30	84	4	7	6	6	"57"	6	6	5	6	"43"	4	5	2	4	"31"	4	3	5	5	"-9"	"Republicans"	"Not at all"	4	6	6	6	"38"	"Donald Trump"	"Not at all"	6	6	6	6	"23"	"People are too sensitive about race and gender"	"To some extent"	6	5	2	4	"26"	"Opposition to multiculturalism"	"Not at all"	4	3	6	5	"-14"	""	"1"	"24"	"4814686"	"dems"	247	1	"low"	-1.63125	0	-0.798796627708778	5	5	6	3	5	2	5	1	0	1	0	2	5.75	5.5	3.75	4.25	4.25	4.5	5.75	6	1	1.63125	"low"	1	-1	-0.25	0.5	0.25	0.25
"979"	"R_2ZHv4quaDfbFXqG"	31	"Female"	""	"Asian"	""	"Buddhism"	""	"-19"	"-20"	2	5	4	5	4	4	5	5	4	8	6	3	"5 Slightly agree"	"5 Slightly agree"	"4 Neutral"	"6 Agree"	"6 Agree"	82	10	32	33	4	3	3	5	4	"-9"	5	5	5	5	"15"	7	6	1	6	"25"	1	4	3	5	"-5"	"Democrats"	"To some extent"	5	5	4	5	"18"	"Hillary Clinton"	"To some extent"	5	5	5	5	"25"	"People are too sensitive about race and gender"	"&nbsp;"	5	4	2	6	"-22"	"Opposition to multiculturalism"	"To some extent"	3	3	3	5	"20"	""	"0"	"9"	"1072655"	"dems"	248	4.25	"high"	1.61875	1.44691898293633	0.648122355227547	4	4	3	5	5	5.25	4	1	1	1	1	4	3.75	4.75	5	4.25	3.25	3.5	5	5	1	1.61875	"high"	-1	1	1	-0.75	0	0.25
"1369"	"R_33s5SopgcFSdcWi"	53	"Male"	""	"Caucasian"	""	"Agnostic"	""	"-42"	"-46"	0	0	2	2	0	0	2	2	3	7	3	2	"3 Slightly disagree"	"2 Disagree"	"6 Agree"	"2 Disagree"	"6 Agree"	76	-100	-100	74	100	3	6	5	5	"0"	5	6	4	3	"58"	5	6	2	3	"-26"	4	2	3	6	"0"	"Republicans"	"Not at all"	3	6	5	6	"0"	"Donald Trump"	"&nbsp;"	5	5	3	4	"-60"	"People are too sensitive about race and gender"	"To some extent"	5	5	1	3	"-62"	"Support of multiculturalism"	"&nbsp;"	4	2	3	5	"0"	""	"1"	"3"	"6449777"	"dems"	249	1	"low"	-1.63125	0	-0.798796627708778	2	7	5	1	5	3.75	4.5	1	0	1	1	3	4.75	5	4	3.5	3.75	3.5	4.5	4.25	1	1.63125	"low"	1	-1	0.25	-0.5	-0.25	-0.25
"756"	"R_2aFDP84hv73w4op"	23	"Female"	""	"Asian"	""	"Atheist"	""	"42"	"-31"	3	3	3	6	4	4	5	5	1	4	2	3	"4 Neutral"	"4 Neutral"	"4 Neutral"	"4 Neutral"	"2 Disagree"	94	-100	-100	35	64	3	6	6	6	"0"	6	6	3	6	"80"	6	4	3	2	"0"	4	2	2	2	"-41"	"Democrats"	"Not at all"	3	6	6	6	"-63"	"Donald Trump"	"Not at all"	6	5	4	6	"-63"	"People are too sensitive about race and gender"	"&nbsp;"	5	5	2	2	"-40"	"Opposition to multiculturalism"	"To some extent"	4	2	3	4	"-69"	""	"1"	"7"	"3550615"	"dems"	250	4.125	"high"	1.49375	1.41706601978664	0.618269392077866	3	5	3	3	1	2.5	4	0	0	1	0	1	5.25	5.25	3.75	3.5	2.5	3.25	5.25	5.25	-1	-1.49375	"high"	1	1	0	-0.25	0	0.75
"231"	"R_2dNlqvJVtEKxjTp"	33	"Male"	""	"African American"	""	"Agnostic"	""	"-32"	"-34"	2	4	5	3	3	3	7	2	4	3	3	1	"4 Neutral"	"2 Disagree"	"4 Neutral"	"3 Slightly disagree"	"4 Neutral"	87	-94	-96	-50	49	6	4	5	2	"51"	5	5	2	2	"24"	3	5	6	6	"6"	0	5	4	1	"-32"	"Democrats"	""	4	3	2	5	"33"	"Hillary Clinton"	"&nbsp;"	4	3	5	6	"52"	"People are too sensitive about race and gender"	"&nbsp;"	7	5	6	6	"33"	"Opposition to multiculturalism"	"&nbsp;"	4	3	5	3	"17"	""	"0"	"2"	"1991373"	"dems"	251	3.625	"high"	0.99375	1.28785428830664	0.48905766059786	3	7	3	2	3	2.75	5	1	1	1	1	4	4.25	3.5	5	6	2.5	3.75	3.5	4.5	1	0.99375	"high"	-1	1	-0.75	1	1	1.25
"425"	"R_25zPjBlL3jEBzgD"	42	"Female"	""	"Hispanic"	""	"Atheist"	""	"-11"	"-10"	0	0	2	2	0	0	2	2	5	7	5	5	"6 Agree"	"6 Agree"	"6 Agree"	"6 Agree"	"6 Agree"	73	-48	-100	-42	-47	3	6	6	6	"78"	6	6	6	6	"80"	6	6	2	6	"81"	4	6	6	6	"79"	"Republicans"	"Not at all"	3	6	6	6	"82"	"Donald Trump"	"Not at all"	6	6	6	6	"82"	"People are too sensitive about race and gender"	"Not at all"	6	6	2	6	"82"	"Support of multiculturalism"	"Not at all"	4	6	6	6	"81"	"thanks"	"1"	"19"	"8504117"	"dems"	252	1	"low"	-1.63125	0	-0.798796627708778	5	3	5	5	5	5.5	4	1	0	1	1	3	5.25	5.25	5	5	5.5	5.5	6	6	1	1.63125	"low"	1	-1	0	0	0	0
"865"	"R_1jD5K76xziVEWMJ"	23	"Female"	""	"Caucasian"	""	"Atheist"	""	"-17"	"-16"	5	4	5	6	3	4	5	5	5	8	5	4	"6 Agree"	"4 Neutral"	"6 Agree"	"6 Agree"	"2 Disagree"	14	-48	0	0	0	6	6	6	6	"5"	6	6	6	6	"5"	5	7	3	4	"5"	4	5	6	6	"5"	"Democrats"	"Not at all"	6	6	6	6	"5"	"Hillary Clinton"	"Not at all"	6	6	6	6	"5"	"People are too sensitive about race and gender"	"Not at all"	5	6	3	4	"5"	"Opposition to multiculturalism"	"&nbsp;"	4	5	6	6	"5"	"Protesting is a protected right in the USA, however rioting is not. The people rioting are not helping Democrats. They are all wearing black and covering their faces and damaging property and hurting people. Who are these people? They do not act like free Americans. The reason our country is the greatest on earth is precisely because we have freedoms that other country's don't have. If we stifle free speech, how will we know which people we'd rather not associate with and who might be dangerous. Mentally ill people are especially hurt by this as they don't always have good self control. We need to know them through their speech and thus be able to help them. I believe pushing our views on others has brought Donald Trump into office. If we had left the Christians alone and done our own thing without making them do what we wanted we would show our superiority for understanding and love. As a Democrat, I want to be an example of tolerance not of hate. We Democrats say we believe in Climate change SCIENCE but we don't believe in GENDER body science. We're all over the map these days. Why can we not be happy for the winner, show our respect for the result, and work hard so next time we can be the winners, by showing our goodness? What happened to love trumps hate? To be honest, I do believe Islam has infiltrated our prison system and is exploiting vulnerable impressionable people. Islam is not compatible with freedom, especially women's freedoms. If we let them take hold in America, we Democratic women will be subjugated against our will. Christians allow women to choose, muslims do not. Maybe I'm more of a critical thinker yet I hope women will wake up and educate themselves to the danger of Islam if it's not too late. "	"0"	"15"	"8738565"	"dems"	253	4.625	"high"	1.99375	1.53147637096439	0.73267974325561	5	5	5	5	1	5.5	5	1	1	1	1	4	6	6	4.75	4.5	5.25	5.25	6	6	1	1.99375	"high"	-1	1	0	-0.25	0	0
"390"	"R_3hinKNQ4uK0VAuo"	29	"Male"	""	"Caucasian"	""	"Atheist"	""	"-37"	"-50"	0	0	2	2	0	0	2	2	0	2	1	0	"2 Disagree"	"3 Slightly disagree"	"7 Strongly agree"	"2 Disagree"	"6 Agree"	77	-100	-100	-32	72	3	6	1	7	"-51"	4	4	6	7	"-10"	3	4	2	1	"-4"	4	4	1	6	"-17"	"Democrats"	"&nbsp;"	3	6	4	6	"-18"	"Hillary Clinton"	"&nbsp;"	4	2	6	6	"-32"	"People are too sensitive about race and gender"	"To some extent"	4	7	2	2	"35"	"Opposition to multiculturalism"	"&nbsp;"	5	3	3	5	"64"	""	"0"	"5"	"3523282"	"dems"	254	1	"low"	-1.63125	0	-0.798796627708778	1	6	6	1	5	0.75	3.5	1	1	1	1	4	4.25	4.75	2.5	3.75	3.75	4	5.25	4.5	-1	-1.63125	"low"	-1	-1	0.5	1.25	-0.75	0.25
"536"	"R_3ipMB00rIzT0AAB"	29	"Female"	""	"Caucasian"	""	"Christianity"	""	"-50"	"-50"	0	0	2	2	0	0	2	2	1	4	1	0	"4 Neutral"	"1 Strongly disagree"	"7 Strongly agree"	"1 Strongly disagree"	"7 Strongly agree"	85	-100	-97	-64	-5	2	7	3	4	"-66"	2	7	7	7	"0"	5	5	3	1	"-27"	5	6	2	7	"-100"	"Democrats"	"Not at all"	2	7	2	5	"38"	"Hillary Clinton"	"Not at all"	3	5	7	1	"-1"	"People are too sensitive about race and gender"	"Not at all"	5	5	3	1	"47"	"Opposition to multiculturalism"	"Not at all"	5	6	2	7	"62"	""	"0"	"7"	"6346859"	"dems"	255	1	"low"	-1.63125	0	-0.798796627708778	3	8	6	0	6	1.5	5.5	1	1	1	1	4	4	4	3.5	3.5	5	5	5.75	4	-1	-1.63125	"low"	-1	-1	0	0	-1.75	0
"482"	"R_21Ff0o2zv7Q1ocR"	45	"Male"	""	"Caucasian"	""	"Atheist"	""	"-37"	"-50"	0	0	2	2	1	1	3	3	1	3	1	1	"3 Slightly disagree"	"3 Slightly disagree"	"7 Strongly agree"	"2 Disagree"	"6 Agree"	100	-63	-100	70	86	2	6	4	3	"-2"	7	7	4	6	"18"	2	7	2	2	"39"	4	2	1	6	"-1"	"Republicans"	""	2	6	2	4	"60"	"Donald Trump"	"&nbsp;"	6	6	2	6	"-43"	"People are too insensitive about race and gender"	"&nbsp;"	6	6	2	2	"-3"	"Support of multiculturalism"	"&nbsp;"	2	2	2	2	"-62"	""	"1"	"18"	"1330170"	"dems"	256	1.5	"low"	-1.13125	0.405465108108164	-0.393331519600614	2	6	6	1	5	1.5	4	1	1	1	1	4	3.75	3.5	3.25	4	3.25	2	6	5	1	1.13125	"low"	1	-1	-0.25	0.75	-1	-1.25
"608"	"R_3isYF0alDrZ10RZ"	28	"Male"	""	"African American"	""	"Agnostic"	""	"-45"	"-45"	0	0	2	2	0	0	2	2	3	3	0	0	"4 Neutral"	"7 Strongly agree"	"7 Strongly agree"	"1 Strongly disagree"	"7 Strongly agree"	99	-63	-100	68	83	2	3	4	4	"-62"	6	7	7	7	"60"	1	2	1	2	"-76"	5	6	1	5	"83"	"Republicans"	"Not at all"	2	2	3	6	"-65"	"Donald Trump"	"Not at all"	6	7	7	7	"-71"	"People are too sensitive about race and gender"	"&nbsp;"	2	5	1	3	"75"	"Support of multiculturalism"	"&nbsp;"	1	6	2	5	"-63"	""	"1"	"4"	"1352549"	"dems"	257	1	"low"	-1.63125	0	-0.798796627708778	3	2	6	0	6	1.5	2.5	1	0	1	1	3	3.25	3.25	1.5	2.75	4.25	3.5	6.75	6.75	1	1.63125	"low"	1	-1	0	1.25	0	-0.75
"748"	"R_2s0YYs9mP7rnpXR"	34	"Male"	""	"Caucasian"	""	"Agnostic"	""	"-50"	"-50"	0	0	2	2	0	0	2	2	0	2	0	0	"3 Slightly disagree"	"6 Agree"	"7 Strongly agree"	"3 Slightly disagree"	"7 Strongly agree"	-67	-100	-100	-97	-86	2	7	7	7	"0"	7	7	7	7	"100"	2	5	2	1	"40"	5	5	7	6	"100"	"Republicans"	"Not at all"	2	7	7	7	"0"	"Donald Trump"	"Not at all"	7	7	7	7	"100"	"People are too insensitive about race and gender"	"&nbsp;"	2	5	2	1	"-100"	"Support of multiculturalism"	"&nbsp;"	5	6	7	5	"-100"	""	"1"	"6"	"9818916"	"dems"	258	1	"low"	-1.63125	0	-0.798796627708778	2	3	6	2	6	0.5	2.5	1	1	1	1	4	5.75	5.75	2.5	2.5	5.75	5.75	7	7	1	1.63125	"low"	1	-1	0	0	0	0
