"Duration..in.seconds."	"ResponseId"	"UserLanguage"	"age"	"sex"	"sex_3_TEXT"	"eth"	"eth_9_TEXT"	"rel"	"rel_8_TEXT"	"religiousity"	"soulBelief"	"conLib_1"	"conLib_2"	"sdo_1"	"sdo_2"	"sdo_3"	"sdo_4"	"sdo_5"	"sdo_6"	"sdo_7"	"sdo_8"	"AQ_1"	"AQ_2"	"AQ_3"	"AQ_4"	"AQ_5"	"AQ_6"	"AQ_7"	"AQ_8"	"AQ_9"	"AQ_10"	"riley1_1"	"riley1_2"	"riley1_3"	"casey1_1"	"casey1_2"	"casey1_3"	"rcCheck"	"riley2_1"	"riley2_2"	"riley2_3"	"casey2_1"	"casey2_2"	"casey2_3"	"rcRel"	"abortion"	"guns"	"life2"	"conscious2"	"arm2"	"finger2"	"finger"	"arm"	"conscious"	"life"	"box"	"leftFirst"	"sacrificead"	"mTurkCode"	"team"	"id"	"sdo"	"sdo_level"	"SDO"	"libCon"	"att"	"riley1"	"casey1"	"RiCa1"	"message"	"cRel"	"Rel"	"riley2"	"casey2"
"944"	"R_xGffExQZRZnAgrD"	"EN"	42	"Female"	""	"African American"	""	"Christianity"	""	"Quite religious"	"Yes, definitely"	-50	-50	4	4	4	4	4	4	4	4	"1 Definitely Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"4 Definitely Agree"	4	4	4	4	4	4	"Liberal"	4	4	4	4	4	4	"6"	"Neutral"	"Neutral"	"1"	"1"	"1"	"1"	""	""	""	""	""	"1"	"0"	"8766556"	"dems"	308	4	"high"	1.38485221674877	-5	1	4	4	4	-1	"6"	3	4	4
"381"	"R_3rZ138SYfxJWsWL"	"EN"	24	"Male"	""	"Asian"	""	"Atheist"	""	"Not at all religious"	"Unsure"	8	-24	6	5	6	5	6	7	6	4	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"4 Definitely Agree"	"1 Definitely Disagree"	6	5	4	3	2	3	"Liberal"	5	6	4	1	1	3	"6"	"Pro choice"	"Neutral"	"1000"	"10000"	"1000"	"10"	""	""	""	""	""	"1"	"0"	"5022526"	"dems"	309	5.625	"high"	3.00985221674877	-0.8	1	5	2.66666666666667	5.16666666666667	-1	"6"	3	5	1.66666666666667
"387"	"R_3n0CBbPIOrN4sxw"	"EN"	39	"Male"	""	"Caucasian"	""	"Agnostic"	""	"Not at all religious"	"No, probably not"	-50	-50	2	2	2	2	2	2	2	1	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	2	5	2	5	3	4	"Liberal"	2	4	2	5	3	4	"5"	"Strongly pro choice"	"Anti gun"	"100"	"100"	"50"	"500"	""	""	""	""	""	"0"	"0"	"5116600"	"dems"	310	1.875	"medium"	-0.740147783251231	-5	0	3	4	3.5	1	"5"	2	2.66666666666667	4
"487"	"R_3J902Czb2KY7Xwy"	"EN"	64	"Male"	""	"Caucasian"	""	"Buddhism"	""	"Somewhat religious"	"Unsure"	-39	-46	2	2	1	2	4	4	4	1	"2 Slightly Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"4 Definitely Agree"	"1 Definitely Disagree"	2	2	2	6	6	6	"Conservative"	2	2	2	6	6	6	"Not at all"	"Pro choice"	"Anti gun"	"3500000000"	"3500000001"	"300000000"	"2"	""	""	""	""	""	"0"	"0"	"3751252"	"dems"	311	2.5	"medium"	-0.115147783251231	-4.25	1	2	6	2	1	"Not at all"	1	2	6
"405"	"R_3OjLE5HWW1SLX86"	"EN"	41	"Male"	""	"Caucasian"	""	"Atheist"	""	"Not at all religious"	"No, definitely not"	0	0	1	1	1	1	1	1	2	2	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	2	2	1	6	6	6	"Liberal"	2	2	1	6	6	6	"Not at all"	"Strongly pro choice"	"Pro gun"	""	""	""	""	"100"	"infinite"	"infinite"	"25"	""	"1"	"1"	"4808715"	"dems"	312	1.25	"low"	-1.36514778325123	0	1	1.66666666666667	6	1.83333333333333	-1	"Not at all"	1	1.66666666666667	6
"450"	"R_2Pvu5E2GCMxYTkp"	"EN"	42	"Female"	""	"African American"	""	"Spiritual, but not affiliated with an organized religion"	""	"Somewhat religious"	"Yes, definitely"	-36	-37	1	1	1	1	1	1	1	1	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"3 Slightly Agree"	"4 Definitely Agree"	"2 Slightly Disagree"	3	4	4	6	7	6	"Liberal"	5	5	5	5	6	6	"To some extent"	"Pro choice"	"Pro gun"	"0"	"0"	"0"	"0"	""	""	""	""	""	"0"	"0"	"32800"	"dems"	313	1	"low"	-1.61514778325123	-3.65	0	3.66666666666667	6.33333333333333	2.66666666666667	1	"To some extent"	4	5	5.66666666666667
"593"	"R_2flYakrbdRzsafO"	"EN"	45	"Female"	""	"African American"	""	"Other"	"Unitarian Universalist"	"Not at all religious"	"Unsure"	-48	-48	2	1	1	1	2	2	1	1	"1 Definitely Disagree"	"4 Definitely Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	2	3	3	7	3	5	"Conservative"	3	3	2	6	3	6	"Not at all"	"Strongly pro choice"	"Strongly anti gun"	""	""	""	""	"0"	"0"	"7"	"4"	"I didn't like the second part of the survey. Now, I have to do some self reflection."	"0"	"1"	"6342608"	"dems"	314	1.375	"low"	-1.24014778325123	-4.8	1	2.66666666666667	5	2.83333333333333	1	"Not at all"	1	2.66666666666667	5
"615"	"R_3emF8dKtCieFMD3"	"EN"	57	"Female"	""	"Caucasian"	""	"Christianity"	""	"Not at all religious"	"Yes, probably"	-27	-25	1	1	1	1	1	1	1	1	"3 Slightly Agree"	"4 Definitely Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"2 Slightly Disagree"	"1 Definitely Disagree"	7	7	7	3	1	1	"Conservative"	5	4	7	5	1	3	"6"	"Strongly pro choice"	"Neutral"	"10"	"1"	"1"	"0"	""	""	""	""	""	"0"	"0"	"3761017"	"dems"	315	1	"low"	-1.61514778325123	-2.6	1	7	1.66666666666667	6.66666666666667	1	"6"	3	5.33333333333333	3
"385"	"R_3fxHNp1nYb4zqyl"	"EN"	25	"Female"	""	"Caucasian"	""	"Agnostic"	""	"Somewhat religious"	"Yes, probably"	-38	-50	2	1	1	2	1	2	1	1	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"4 Definitely Agree"	"1 Definitely Disagree"	"4 Definitely Agree"	"3 Slightly Agree"	"3 Slightly Agree"	4	2	4	7	6	7	"Liberal"	4	2	4	7	6	7	"To some extent"	"Strongly pro choice"	"Anti gun"	"10"	"100"	"10"	"30"	""	""	""	""	""	"1"	"0"	"2980665"	"dems"	316	1.375	"low"	-1.24014778325123	-4.4	1	3.33333333333333	6.66666666666667	2.33333333333333	-1	"To some extent"	4	3.33333333333333	6.66666666666667
"280"	"R_3ew6BanFEAdh3Jy"	"EN"	39	"Male"	""	"Caucasian"	""	"Christianity"	""	"Somewhat religious"	"Unsure"	-29	-34	5	4	4	3	3	4	4	4	"3 Slightly Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	4	4	3	4	5	5	"Liberal"	5	4	4	4	4	5	""	"Strongly pro choice"	"Anti gun"	""	""	""	""	"5"	"4"	"3"	"4"	""	"1"	"1"	"7440532"	"dems"	317	3.875	"high"	1.25985221674877	-3.15	1	3.66666666666667	4.66666666666667	3.5	-1	""	5	4.33333333333333	4.33333333333333
"526"	"R_d9UqvqofcA8QtJD"	"EN"	30	"Female"	""	"Asian"	""	"Atheist"	""	"Not at all religious"	"No, definitely not"	-18	-39	2	1	2	1	2	1	1	1	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	"1 Definitely Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	3	1	2	7	4	5	"Liberal"	1	1	2	7	1	3	"Not at all"	"Pro choice"	"Anti gun"	""	""	""	""	"infinite"	"infinite"	"infinite"	"100"	""	"1"	"1"	"3278214"	"dems"	318	1.375	"low"	-1.24014778325123	-2.85	1	2	5.33333333333333	2.33333333333333	-1	"Not at all"	1	1.33333333333333	3.66666666666667
"612"	"R_3DnkBybora1MaLc"	"EN"	42	"Female"	""	"Hispanic"	""	"Christianity"	""	"Quite religious"	"Yes, probably"	-32	-41	2	1	2	2	1	1	2	2	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	3	2	2	6	5	6	"Conservative"	3	2	3	6	5	6	"5"	"Strongly pro choice"	"Anti gun"	""	""	""	""	"100"	"5000"	"infinite"	"infinite"	""	"0"	"1"	"3628714"	"dems"	319	1.625	"low"	-0.990147783251231	-3.65	1	2.33333333333333	5.66666666666667	2.33333333333333	1	"5"	2	2.66666666666667	5.66666666666667
"363"	"R_3peXPXR5MAApbLA"	"EN"	36	"Male"	""	"Caucasian"	""	"Agnostic"	""	"Not at all religious"	"Yes, probably"	-18	-32	2	2	2	2	6	2	2	3	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	5	5	6	6	6	6	"Liberal"	3	3	5	5	6	6	"6"	"Strongly pro choice"	"Pro gun"	""	""	""	""	"10"	"5"	"50"	"1000"	""	"0"	"1"	"5283344"	"dems"	320	2.625	"medium"	0.00985221674876868	-2.5	0	5.33333333333333	6	3.66666666666667	1	"6"	3	3.66666666666667	5.66666666666667
"2327"	"R_3hfGrvp0shQEY2N"	"EN"	25	"Male"	""	"Caucasian"	""	"Christianity"	""	"Quite religious"	"Yes, definitely"	34	33	3	6	3	6	3	3	2	2	"1 Definitely Disagree"	"4 Definitely Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	6	4	3	5	5	5	"Conservative"	6	4	3	5	5	5	""	"Pro choice"	"Strongly anti gun"	""	""	""	""	"Infinite "	"Infinite "	"Infinite "	"Infinite "	""	"0"	"1"	"3251942"	"dems"	321	3.5	"high"	0.884852216748769	3.35	1	4.33333333333333	5	3.66666666666667	1	""	5	4.33333333333333	5
"289"	"R_Xp7blspw80scT8R"	"EN"	32	"Male"	""	"Caucasian"	""	"Atheist"	""	"Not at all religious"	"No, definitely not"	-41	-49	1	1	1	2	2	2	1	1	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"1 Definitely Disagree"	2	2	2	6	5	6	"Conservative"	2	2	2	6	5	6	"Not at all"	"Pro choice"	"Neutral"	""	""	""	""	"infinite"	"infinite"	"infinite"	"infinite"	""	"0"	"1"	"2282042"	"dems"	322	1.375	"low"	-1.24014778325123	-4.5	1	2	5.66666666666667	2.16666666666667	1	"Not at all"	1	2	5.66666666666667
"581"	"R_2ZC5BI3QtVmBmyK"	"EN"	53	"Female"	""	"Caucasian"	""	"Other"	"Jewish"	"Quite religious"	"Yes, definitely"	10	-11	7	6	7	6	7	7	7	6	"4 Definitely Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	"4 Definitely Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"4 Definitely Agree"	"4 Definitely Agree"	"2 Slightly Disagree"	6	5	5	2	1	1	"Conservative"	7	3	3	2	1	1	"9"	"Pro life"	"Strongly anti gun"	""	""	""	""	"infinite"	"infinite"	"infinite"	"infinite"	""	"0"	"1"	"2119446"	"dems"	323	6.625	"high"	4.00985221674877	-0.05	1	5.33333333333333	1.33333333333333	6	1	"9"	6	4.33333333333333	1.33333333333333
"433"	"R_2XgN2i6GB6Kh1Hu"	"EN"	25	"Female"	""	"Caucasian"	""	"Christianity"	""	"Somewhat religious"	"Yes, probably"	-33	-33	2	2	2	2	2	2	2	2	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	2	2	2	6	6	6	"Conservative"	2	2	2	6	6	6	"Not at all"	"Strongly pro choice"	"Strongly anti gun"	""	""	""	""	"25"	"200"	"infinite "	"infinite "	""	"0"	"1"	"4761757"	"dems"	324	2	"medium"	-0.615147783251231	-3.3	1	2	6	2	1	"Not at all"	1	2	6
"400"	"R_10I47uRreZF8fKz"	"EN"	40	"Male"	""	"Caucasian"	""	"Agnostic"	""	"Not at all religious"	"Yes, probably"	-50	-50	4	3	4	3	5	3	4	3	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	3	4	4	4	4	4	"Liberal"	4	4	4	4	4	4	"To some extent"	"Pro choice"	"Pro gun"	"infinate"	"infinite"	"infinite"	"infinite"	""	""	""	""	""	"0"	"0"	"4642575"	"dems"	325	3.625	"high"	1.00985221674877	-5	0	3.66666666666667	4	3.83333333333333	1	"To some extent"	4	4	4
"270"	"R_2ZBp3fYssC2LI1z"	"EN"	39	"Male"	""	"Caucasian"	""	"Atheist"	""	"Not at all religious"	"Unsure"	-48	-50	1	1	1	1	1	1	2	1	"4 Definitely Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"3 Slightly Agree"	"1 Definitely Disagree"	6	7	6	2	3	2	"Liberal"	6	7	6	5	2	2	"To some extent"	"Strongly pro choice"	"Anti gun"	"10"	"20"	"25"	"50"	""	""	""	""	""	"1"	"0"	"6398409"	"dems"	326	1.125	"low"	-1.49014778325123	-4.9	1	6.33333333333333	2.33333333333333	6	-1	"To some extent"	4	6.33333333333333	3
"450"	"R_eEiaC5RjlnP6S2J"	"EN"	30	"Female"	""	"Caucasian"	""	"Spiritual, but not affiliated with an organized religion"	""	"Not at all religious"	"Yes, definitely"	-50	-50	1	1	1	7	1	1	1	1	"4 Definitely Agree"	"2 Slightly Disagree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"3 Slightly Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	1	1	1	7	7	7	"Conservative"	1	1	1	7	1	7	"Not at all"	"Strongly pro choice"	"Strongly anti gun"	""	""	""	""	"1"	"1"	"1"	"1"	""	"0"	"1"	"9512492"	"dems"	327	1.75	"medium"	-0.865147783251231	-5	1	1	7	1	1	"Not at all"	1	1	5
"530"	"R_szLCi8HmdGVd3d7"	"EN"	25	"Female"	""	"Caucasian"	""	"Other"	"Discordian"	"Not at all religious"	"No, definitely not"	-50	-50	1	1	1	1	7	1	1	1	"1 Definitely Disagree"	"3 Slightly Agree"	"1 Definitely Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"4 Definitely Agree"	"2 Slightly Disagree"	"4 Definitely Agree"	6	1	6	1	1	1	"Conservative"	6	1	6	7	7	1	"Not at all"	"Strongly pro choice"	"Pro gun"	"0"	"0"	"0"	"0"	""	""	""	""	""	"0"	"0"	"7810031"	"dems"	328	1.75	"medium"	-0.865147783251231	-5	1	4.33333333333333	1	5.66666666666667	1	"Not at all"	1	4.33333333333333	5
"328"	"R_1I5HwpZuLSd9xfh"	"EN"	41	"Male"	""	"Caucasian"	""	"Christianity"	""	"Somewhat religious"	"Yes, definitely"	17	-10	1	1	1	1	1	1	1	1	"4 Definitely Agree"	"1 Definitely Disagree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"3 Slightly Agree"	"1 Definitely Disagree"	1	4	1	1	7	7	"Liberal"	1	4	1	1	7	7	"Not at all"	"Neutral"	"Neutral"	"infinite"	"infinite"	"infinite"	"infinite"	""	""	""	""	""	"1"	"0"	"4394109"	"dems"	329	1	"low"	-1.61514778325123	0.35	1	2	5	2.5	-1	"Not at all"	1	2	5
"603"	"R_1dLVzQ0RUP9wlQa"	"EN"	33	"Female"	""	"Caucasian"	""	"Atheist"	""	"Not at all religious"	"Yes, probably"	-38	-37	1	1	1	1	1	1	1	1	"1 Definitely Disagree"	"2 Slightly Disagree"	"4 Definitely Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	"2 Slightly Disagree"	"4 Definitely Agree"	"2 Slightly Disagree"	4	3	3	4	5	3	"Conservative"	4	3	3	4	5	3	"5"	"Strongly pro choice"	"Neutral"	""	""	""	""	"1000000"	"infinite"	"infinite"	"infinite"	""	"0"	"1"	"5821045"	"dems"	330	1	"low"	-1.61514778325123	-3.75	1	3.33333333333333	4	3.66666666666667	1	"5"	2	3.33333333333333	4
"507"	"R_2xWg1h5BqvOEu8B"	"EN"	38	"Male"	""	"Other:"	"Mixed Asian White"	"Christianity"	""	"Somewhat religious"	"Unsure"	-3	-31	2	1	1	2	2	4	3	3	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"4 Definitely Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"3 Slightly Agree"	5	3	3	7	4	6	"Liberal"	3	2	2	7	4	6	"5"	"Strongly pro choice"	"Neutral"	"3"	"3"	"10"	"50"	""	""	""	""	""	"1"	"0"	"3488598"	"dems"	331	2.25	"medium"	-0.365147783251231	-1.7	1	3.66666666666667	5.66666666666667	3	-1	"5"	2	2.33333333333333	5.66666666666667
"365"	"R_0BsdxrJ8rCRk7vj"	"EN"	28	"Female"	""	"Caucasian"	""	"Spiritual, but not affiliated with an organized religion"	""	"Not at all religious"	"No, definitely not"	-20	-43	2	1	1	1	2	1	1	1	"1 Definitely Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"4 Definitely Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	3	3	3	6	6	6	"Liberal"	2	2	1	6	6	6	"Not at all"	"Strongly pro choice"	"Neutral"	"infinite"	"infinite"	"infinite"	"infinite"	""	""	""	""	""	"1"	"0"	"7044726"	"dems"	332	1.25	"low"	-1.36514778325123	-3.15	1	3	6	2.5	-1	"Not at all"	1	1.66666666666667	6
"517"	"R_XhLyyq2pd0RtCvv"	"EN"	76	"Male"	""	"Caucasian"	""	"Spiritual, but not affiliated with an organized religion"	""	"Somewhat religious"	"No, definitely not"	-38	-39	2	2	2	2	2	2	2	2	"1 Definitely Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	2	3	3	4	4	5	"Conservative"	2	3	3	5	3	4	"Not at all"	"Pro choice"	"Anti gun"	""	""	""	""	"infinite"	"infinite"	"infinite"	"infinite"	""	"0"	"1"	"8614392"	"dems"	333	2	"medium"	-0.615147783251231	-3.85	1	2.66666666666667	4.33333333333333	3.16666666666667	1	"Not at all"	1	2.66666666666667	4
"614"	"R_3qmL9vWQVIOkykD"	"EN"	35	"Male"	""	"Caucasian"	""	"Spiritual, but not affiliated with an organized religion"	""	"Not at all religious"	"Yes, definitely"	-50	-50	1	1	1	1	1	1	1	1	"1 Definitely Disagree"	"1 Definitely Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"3 Slightly Agree"	"1 Definitely Disagree"	1	1	1	7	7	7	"Conservative"	1	1	1	7	7	7	"Not at all"	"Strongly pro choice"	"Strongly anti gun"	"infinite"	"infinite"	"infinite"	"inifnite"	""	""	""	""	""	"0"	"0"	"1511336"	"dems"	334	1	"low"	-1.61514778325123	-5	1	1	7	1	1	"Not at all"	1	1	7
"577"	"R_3QSHwiw5LIekx2y"	"EN"	55	"Male"	""	"Caucasian"	""	"Christianity"	""	"Somewhat religious"	"Unsure"	-15	-40	1	1	1	2	2	2	1	1	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	2	3	3	6	6	6	"Liberal"	2	2	2	6	6	6	"Not at all"	"Strongly pro choice"	"Strongly anti gun"	""	""	""	""	"25"	"20"	"infinite"	"infinite"	""	"1"	"1"	"2768638"	"dems"	335	1.375	"low"	-1.24014778325123	-2.75	1	2.66666666666667	6	2.33333333333333	-1	"Not at all"	1	2	6
"309"	"R_ABRhPzcXbvuJAkx"	"EN"	35	"Male"	""	"African American"	""	"Agnostic"	""	"Not at all religious"	"Yes, definitely"	-42	-41	4	1	1	1	6	1	3	1	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"2 Slightly Disagree"	"4 Definitely Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	4	3	3	5	4	5	"Liberal"	4	3	3	5	4	5	"5"	"Strongly pro choice"	"Anti gun"	""	""	""	""	"infinite"	"infinite"	"infinite"	"infinite"	""	"1"	"1"	"6243122"	"dems"	336	2.25	"medium"	-0.365147783251231	-4.15	1	3.33333333333333	4.66666666666667	3.33333333333333	-1	"5"	2	3.33333333333333	4.66666666666667
"999"	"R_3r1Jst59ayO6siq"	"EN"	49	"Male"	""	"African American"	""	"Christianity"	""	"Not at all religious"	"Unsure"	-50	12	1	4	1	1	1	1	1	1	"4 Definitely Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"1 Definitely Disagree"	"3 Slightly Agree"	7	3	7	1	1	1	"Liberal"	7	3	7	1	1	1	"Not at all"	"Strongly pro choice"	"Anti gun"	"100000"	"0"	"0"	"0"	""	""	""	""	""	"1"	"0"	"6897704"	"dems"	337	1.375	"low"	-1.24014778325123	-1.9	1	5.66666666666667	1	6.33333333333333	-1	"Not at all"	1	5.66666666666667	1
"913"	"R_1eEHe19wAVVWsDk"	"EN"	33	"Female"	""	"African American"	""	"Christianity"	""	"Quite religious"	"Yes, definitely"	-50	-49	1	1	1	1	1	1	1	1	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	7	4	4	5	7	7	"Liberal"	1	4	7	5	4	4	"To a large extent"	"Strongly pro choice"	"Strongly pro gun"	""	""	""	""	"23"	"infinite"	"infinite"	"infinite"	""	"1"	"1"	"4975672"	"dems"	338	1	"low"	-1.61514778325123	-4.95	1	5	6.33333333333333	3.33333333333333	-1	"To a large extent"	7	4	4.33333333333333
"706"	"R_1YwMDxMttTW2Vt7"	"EN"	40	"Female"	""	"Caucasian"	""	"Islam"	""	"Deeply religious"	"Yes, definitely"	48	48	1	1	1	1	7	1	1	1	"1 Definitely Disagree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"4 Definitely Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	1	1	1	7	7	7	"Liberal"	1	1	1	7	7	7	"Not at all"	"Strongly pro choice"	"Strongly anti gun"	"2"	"2"	"2"	"2"	""	""	""	""	""	"1"	"0"	"3243677"	"dems"	339	1.75	"medium"	-0.865147783251231	4.8	1	1	7	1	-1	"Not at all"	1	1	7
"460"	"R_2ZDNETqCz9tQH5d"	"EN"	38	"Male"	""	"Caucasian"	""	"Christianity"	""	"Quite religious"	"Yes, probably"	-6	-26	1	1	1	1	1	1	1	1	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	2	2	2	7	6	6	"Liberal"	2	4	2	7	6	6	"5"	"Pro choice"	"Strongly anti gun"	""	""	""	""	"infinite"	"infinite"	"infinite"	"1"	"This was truly interesting, thanks."	"1"	"1"	"4479449"	"dems"	340	1	"low"	-1.61514778325123	-1.6	1	2	6.33333333333333	1.83333333333333	-1	"5"	2	2.66666666666667	6.33333333333333
"606"	"R_2DYYmV65xBRsTOC"	"EN"	26	"Female"	""	"African American"	""	"Christianity"	""	"Somewhat religious"	"Yes, definitely"	-46	-47	1	1	1	1	1	1	1	1	"4 Definitely Agree"	"1 Definitely Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"4 Definitely Agree"	"1 Definitely Disagree"	"4 Definitely Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	5	6	4	7	6	7	"Liberal"	5	4	4	6	5	7	"Not at all"	"Strongly pro choice"	"Pro gun"	"10"	"infinite"	"infinite"	"infinite"	""	""	""	""	""	"1"	"0"	"8655307"	"dems"	341	1	"low"	-1.61514778325123	-4.65	1	5	6.66666666666667	3.16666666666667	-1	"Not at all"	1	4.33333333333333	6
